 (2A10,2E23.16)
GGGRX  (GGGRX_660PM) 0.4902799806931690E+13 0.1738000000000000E+07
 (A6,2I3,4D24.16,F4.0)
RECOEF  1  0  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.
RECOEF  1  1  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.
RECOEF  2  0 -9.0882923650770995E-05  0.0000000000000000E+00  1.5331609249539853E-10  0.0000000000000000E+00  0.
RECOEF  2  1  8.4954064857652003E-11  9.7726994478962992E-10  6.1740708600294024E-12  7.1758389242219688E-12  0.
RECOEF  2  2  3.4670944268755999E-05 -2.4064244523445002E-10  4.8750160582853162E-11  9.2732545019251147E-12  0.
RECOEF  3  0 -3.1974039070980999E-06  0.0000000000000000E+00  2.3582761488104825E-12  0.0000000000000000E+00  0.
RECOEF  3  1  2.6367948585301000E-05  5.4545621847343999E-06  2.6564777019858477E-12  2.6705081957434730E-12  0.
RECOEF  3  2  1.4171538267300000E-05  4.8779443647939002E-06  4.0818087124025789E-12  4.1480640423929574E-12  0.
RECOEF  3  3  1.2275202024552999E-05 -1.7743747889595000E-06  8.6648630085015313E-12  8.3828393274793829E-12  0.
RECOEF  4  0  3.2347924522417001E-06  0.0000000000000000E+00  6.6710861924943007E-13  0.0000000000000000E+00  0.
RECOEF  4  1 -6.0134612265187000E-06  1.6643327702085001E-06  7.7183064662734728E-13  7.1921469109265351E-13  0.
RECOEF  4  2 -7.1161737190123004E-06 -6.7770230383513997E-06  1.0452961587854516E-12  1.0219884151580486E-12  0.
RECOEF  4  3 -1.3499173662211000E-06 -1.3444991147298001E-05  1.9532422189961207E-12  1.8752724092088888E-12  0.
RECOEF  4  4 -6.0069115393814999E-06  3.9266111458205004E-06  4.9904469878511288E-12  4.7647315889784179E-12  0.
RECOEF  5  0 -2.2378186921629999E-07  0.0000000000000000E+00  2.8080949691263703E-13  0.0000000000000000E+00  0.
RECOEF  5  1 -1.0116123460056000E-06 -4.1189034337586998E-06  3.0183762452472920E-13  2.8357020410049625E-13  0.
RECOEF  5  2  4.3995350687644004E-06  1.0571040222894000E-06  3.8973676135442752E-13  3.8640436710736849E-13  0.
RECOEF  5  3  4.6619443222844998E-07  8.6988722731551006E-06  8.6473517297309009E-13  8.3054001166598345E-13  0.
RECOEF  5  4  2.7542004508341999E-06  6.7624331748839005E-08  3.5160900669794280E-12  3.4831147247578279E-12  0.
